Data Source,World Development Indicators,Last Updated Date,2018-06-28,Unnamed: 4
99.2358909449992,99.268933862812,99.3797144738404,,
99.657085,99.70948,100.0,,
98.598648071289,99.4550628662109,100.0,,
99.3181457519531,99.4607391357422,99.6038360595703,,
99.2,100.0,100.0,,
43.1033477783203,44.6696128845215,57.82,,
85.690891936236,87.0284678606405,87.3512694921377,,
97.9,99.9382781982422,100.0,,
99.9931335449219,100.0,100.0,,
66.1,70.2139053344727,71.6423492431641,,
86.0,85.5,84.2,,
27.9,31.1,27.2193374633789,,
32.3,33.7,38.1451377868652,,
